R,G,B
55,30,33
52,40,26
43,52,23
51,19,43
65,37,51
47,36,40
15,36,37
9,58,54
17,63,53
33,44,38
60,35,41
69,34,54
63,49,64
47,57,56
47,58,50
51,46,52
55,44,60
52,57,63
26,52,43
64,24,24
58,41,34
37,45,30
23,39,26
33,43,34
35,35,33
43,45,44
34,40,40
23,27,30
37,26,34
54,30,43
41,17,30
34,27,34
21,31,32
13,34,29
21,46,40
9,18,23
29,36,29
40,39,34
41,36,43
25,24,42
12,25,33
2,27,21
12,37,33
22,30,43
47,32,53
56,18,31
58,7,14
74,24,35
63,30,41
37,28,23
42,50,26
22,29,22
26,33,26
28,34,32
25,26,28
33,30,37
25,24,32
27,30,39
28,38,47
15,33,37
18,39,40
5,27,25
7,32,26
15,38,28
14,36,23
26,42,29
24,35,21
30,35,38
29,42,48
21,38,46
22,35,41
32,36,37
28,28,26
24,25,29
31,38,46
32,36,45
39,34,38
37,27,25
42,32,30
41,40,36
22,23,17
13,10,0
31,20,0
5,32,39
0,27,36
5,28,36
19,33,36
38,44,34
29,35,9
8,22,0
28,43,12
32,36,19
31,20,18
50,36,36
32,35,28
3,30,13
0,27,12
13,32,30
28,28,40
37,22,41
36,20,30
42,29,23
40,32,19
38,24,23
51,19,42
54,18,44
44,24,25
42,40,15
43,38,16
51,29,31
29,9,20
21,29,18
23,52,21
18,38,11
43,43,33
23,16,24
17,20,25
25,35,36
29,39,38
32,34,33
32,30,31
30,30,30
35,37,36
38,38,38
37,26,30
42,25,31
49,39,40
53,58,51
23,37,24
13,27,12
27,38,22
67,42,64
56,43,60
47,40,47
52,39,33
62,42,35
53,39,38
56,55,53
47,47,35
58,46,32
67,51,51
56,49,67
42,43,63
55,51,52
65,53,41
55,46,41
57,57,69
54,45,36
66,48,36
81,58,44
74,50,46
62,38,51
59,34,55
49,37,49
37,49,45
36,64,52
40,49,54
70,48,69
68,37,55
54,49,46
40,64,48
39,65,56
34,45,51
46,42,39
51,49,54
57,55,60
43,48,41
25,44,22
36,68,44
34,54,43
45,34,32
63,34,30
26,16,6
24,44,33
17,42,38
23,25,20
37,27,18
34,46,34
7,49,35
3,44,36
32,30,43
63,23,50
42,9,28
39,34,31
47,53,41
50,43,35
39,23,23
33,30,23
29,42,24
24,31,13
49,34,31
53,22,38
41,23,45
25,33,46
11,41,43
18,49,43
26,38,26
29,30,14
24,36,22
14,42,28
23,44,25
47,42,23
46,26,17
44,27,33
38,31,39
53,42,46
49,34,37
39,33,45
28,40,56
9,34,41
13,42,38
58,36,48
26,29,22
16,40,18
24,41,25
39,33,35
50,30,41
43,33,32
43,50,34
32,41,24
38,35,30
38,27,33
22,24,21
13,38,16
35,64,36
36,39,28
41,20,27
0,38,16
27,51,37
39,31,29
38,18,27
45,39,49
15,29,38
10,32,43
28,45,53
34,42,45
39,40,34
45,42,27
52,45,29
43,33,24
36,27,32
31,30,46
13,21,44
28,22,24
22,34,32
18,43,40
19,34,37
33,36,45
40,47,55
25,45,46
14,34,32
31,40,37
32,31,29
46,41,38
63,48,51
55,28,37
47,21,34
38,41,48
15,46,48
47,40,30
48,39,42
53,40,50
68,45,53
52,23,28
55,31,44
57,48,65
35,39,48
47,46,44
70,51,53
66,35,50
56,35,52
38,36,41
31,37,33
58,56,59
69,52,71
55,31,27
51,38,30
29,29,19
25,33,22
30,37,29
38,38,36
46,42,43
41,39,42
23,22,27
39,37,42
52,45,52
33,22,30
33,23,31
30,30,32
21,33,31
17,38,33
36,18,30
40,20,22
49,25,25
56,34,46
34,21,41
17,21,30
7,30,22
10,39,34
29,48,55
31,33,46
51,34,40
52,22,20
47,16,21
47,28,34
34,34,26
32,46,21
21,35,35
21,33,33
24,32,34
21,29,31
28,38,37
32,38,38
31,31,31
33,24,27
45,33,37
45,34,38
36,30,32
33,29,30
27,25,26
21,23,22
23,34,30
20,37,31
36,29,23
36,36,34
28,33,36
25,29,30
33,32,27
33,30,23
32,34,33
39,48,55
29,38,47
30,31,36
32,28,29
44,39,43
43,46,51
23,26,31
19,18,16
42,33,26
23,32,41
20,35,38
7,28,23
10,28,16
33,44,30
29,37,22
11,24,7
21,39,23
15,32,16
15,23,12
44,45,40
29,33,32
15,27,23
19,34,29
18,28,20
37,38,32
37,29,42
30,21,26
29,22,12
35,32,17
44,35,30
42,25,41
39,20,39
40,28,28
38,36,13
39,37,16
39,29,28
24,14,22
24,27,20
28,42,17
24,36,14
45,46,38
39,30,33
22,24,23
22,31,26
31,40,35
40,41,36
36,32,29
27,26,24
36,38,35
41,39,40
44,33,39
45,28,36
47,36,40
50,52,49
30,41,33
21,33,21
30,38,27
48,36,38
47,43,44
45,45,43
45,40,36
47,35,35
50,43,50
45,46,51
44,46,45
50,45,39
55,50,47
59,59,69
48,55,63
46,48,43
48,46,33
43,44,38
43,50,56
59,52,42
54,42,30
66,58,45
49,55,45
41,51,52
52,52,62
38,28,37
58,54,55
32,41,38
42,50,53
56,53,62
62,57,63
48,59,51
44,68,54
36,51,46
46,43,50
54,46,61
48,56,58
38,59,52
29,48,44
36,50,50
39,56,48
36,52,39
46,47,42
49,32,42
39,21,33
32,32,34
32,43,39
31,35,38
28,22,34
34,35,40
32,47,42
28,21,13
45,30,33
56,38,50
29,19,27
24,33,28
32,52,41
33,44,40
27,17,26
44,27,37
47,37,36
36,36,26
42,39,34
46,29,37
39,21,35
28,29,33
17,38,29
23,38,33
33,35,32
36,35,30
35,43,32
27,41,26
30,34,20
51,36,29
58,37,34
51,33,33
40,24,27
54,28,39
55,29,42
36,26,37
23,34,40
15,33,37
16,29,35
32,32,44
20,24,25
33,36,29
34,33,31
37,27,38
40,29,45
31,26,32
37,40,33
35,42,34
32,33,35
25,23,34
22,23,28
41,46,39
36,44,31
44,49,45
26,25,33
16,29,12
42,52,41
32,34,33
27,19,32
48,35,53
30,23,39
21,24,33
41,46,49
42,41,37
62,48,45
54,36,32
42,31,29
37,33,32
37,35,40
37,26,40
33,16,34
29,31,30
24,40,37
6,31,27
34,45,49
47,44,53
31,30,38
31,42,44
19,33,33
32,38,36
36,37,32
51,50,46
49,41,39
43,17,26
43,15,29
30,22,33
14,32,36
44,34,33
48,49,44
47,52,48
61,59,62
55,39,50
52,32,44
51,41,49
44,52,54
36,47,49
52,56,59
62,51,57
56,44,48
47,40,47
43,46,51
47,52,58
45,50,54
37,35,23
42,38,29
35,28,22
39,36,31
32,33,28
35,34,32
42,31,35
50,37,44
42,40,45
34,46,46
33,49,48
28,33,36
42,33,38
39,28,34
26,26,28
16,28,24
60,23,40
57,20,27
58,22,24
60,26,40
43,22,41
41,40,48
26,46,37
6,36,26
6,34,35
18,33,38
40,40,38
41,31,22
46,32,29
47,38,39
25,28,19
20,34,9
17,32,37
24,27,36
37,32,39
31,31,33
22,31,28
31,41,33
38,31,25
53,24,26
66,30,32
54,24,26
50,30,31
47,26,31
41,15,24
37,17,28
28,25,32
21,35,38
53,28,24
45,29,29
30,21,24
25,19,19
38,31,25
40,35,29
28,32,31
21,34,40
5,19,28
27,36,41
32,36,39
18,21,26
15,24,33
28,37,46
38,42,45
43,38,35
40,32,43
34,36,33
21,35,18
27,45,23
38,51,34
31,36,32
25,26,30
23,32,31
15,31,21
25,43,31
34,45,39
25,26,31
28,20,31
41,35,39
26,26,16
22,30,7
36,37,42
41,43,42
40,42,29
35,36,18
32,33,25
27,30,37
23,27,38
28,29,24
32,30,9
44,46,25
43,48,44
38,41,48
43,39,36
40,32,19
32,30,17
37,42,36
50,41,36
22,22,12
33,41,28
48,54,42
38,38,28
37,33,24
33,32,27
21,23,18
31,29,30
49,38,44
53,36,44
46,33,40
34,34,36
24,33,30
23,29,25
35,37,32
30,33,14
37,39,25
45,46,38
43,43,43
34,33,39
40,38,51
26,25,39
37,37,47
46,47,51
44,46,45
50,55,51
43,50,43
34,41,33
43,51,40
43,53,45
33,44,38
40,40,28
55,51,42
36,39,30
12,38,25
12,52,41
43,68,64
62,57,63
63,46,56
47,38,43
49,55,53
45,57,53
42,55,48
34,54,43
37,57,46
39,44,40
65,53,55
63,46,65
42,53,49
16,49,32
18,43,37
53,56,65
47,42,46
35,43,32
34,45,37
41,39,50
60,42,64
48,32,43
44,44,44
31,45,48
17,26,41
28,28,40
43,37,39
68,31,25
47,32,29
34,40,38
19,34,31
18,33,26
17,34,26
24,38,38
47,39,52
68,37,55
67,37,47
42,33,28
25,33,22
36,36,36
38,29,34
41,37,34
37,48,34
42,36,36
36,31,38
22,21,27
20,25,18
25,26,10
32,19,11
47,27,29
56,37,39
53,38,31
52,28,26
59,21,36
56,23,44
33,23,32
28,39,33
38,48,47
29,27,40
15,29,40
30,33,40
52,43,46
42,26,36
34,21,39
40,33,51
29,29,39
27,31,30
37,43,41
32,39,45
24,27,42
41,39,52
47,41,45
36,35,33
31,36,39
19,33,42
56,43,34
39,40,34
32,40,42
42,40,54
38,20,42
45,24,43
49,40,45
35,36,30
19,15,6
51,33,31
39,18,23
32,19,28
36,30,40
39,34,41
35,24,30
49,30,34
22,28,24
18,35,29
24,43,39
44,45,50
46,33,43
30,18,28
26,27,31
35,41,39
41,43,40
32,33,27
37,40,33
31,30,25
47,28,32
59,32,41
35,18,28
26,25,31
49,39,47
49,52,43
27,39,25
35,39,40
61,50,67
68,52,65
46,37,38
22,28,24
31,46,51
43,53,62
58,58,56
54,45,40
49,40,45
49,47,61
35,44,51
24,41,33
24,36,24
31,34,25
31,26,22
38,30,28
32,26,26
32,21,25
34,19,24
43,28,35
32,33,35
13,35,32
10,41,33
16,35,31
39,34,38
41,24,30
36,25,29
29,29,29
44,27,35
51,31,30
47,26,23
44,21,27
39,21,35
47,42,46
34,44,35
12,32,21
10,28,28
25,36,38
31,34,27
27,20,10
31,20,16
38,28,29
36,31,25
36,37,19
30,35,38
30,17,26
44,16,28
48,25,33
36,30,30
45,46,41
39,25,24
44,12,17
60,29,34
30,19,17
32,34,29
38,34,33
47,24,32
57,29,41
43,28,35
30,34,37
74,38,48
60,34,47
37,20,36
29,17,29
42,30,34
48,39,40
34,38,41
19,34,41
16,33,40
25,36,38
32,38,34
30,36,34
18,30,30
13,24,26
27,32,28
49,47,35
40,35,39
23,22,18
22,25,14
39,46,30
33,35,22
25,17,14
43,27,30
45,26,30
30,22,20
40,42,37
12,16,15
26,19,27
44,26,38
45,29,39
34,33,29
15,29,14
23,32,31
33,44,36
38,49,33
37,42,22
26,34,21
25,41,40
30,49,53
32,42,34
34,31,12
44,47,30
25,40,35
22,35,41
41,32,35
46,22,18
42,28,25
32,38,38
49,35,24
45,42,27
27,31,14
25,29,12
54,52,37
56,50,38
26,23,14
22,25,18
36,35,33
45,34,38
38,21,31
36,23,32
33,31,36
39,43,44
33,35,34
33,29,30
46,52,26
42,41,21
36,32,23
33,31,34
31,31,41
38,35,46
39,28,42
50,42,57
43,41,55
31,32,36
40,40,30
47,45,32
41,44,37
40,49,48
40,49,44
45,48,37
51,63,49
61,57,54
46,37,42
37,47,46
30,60,50
32,55,45
64,62,65
65,47,59
57,47,55
53,60,53
57,68,54
45,51,41
48,49,44
40,42,41
38,39,34
45,42,35
64,38,39
48,43,39
23,39,26
33,45,31
60,53,45
48,33,28
38,33,29
29,36,29
28,33,29
51,47,48
40,34,38
28,36,38
16,41,35
15,45,35
21,36,29
35,34,32
50,33,26
42,44,39
30,46,43
17,29,25
22,21,16
36,29,21
43,38,34
47,36,40
46,25,30
53,27,26
44,30,21
30,30,20
34,43,40
30,35,39
33,34,36
36,37,32
34,23,27
31,28,39
21,25,36
29,34,30
44,40,28
44,31,25
39,24,29
34,25,26
50,40,31
55,31,27
49,16,27
49,22,41
33,28,32
25,37,25
39,49,41
33,32,40
25,29,40
37,41,44
42,42,40
39,33,37
37,25,39
37,24,41
34,31,38
29,35,31
26,35,30
24,29,33
36,34,47
45,44,52
30,34,33
30,37,30
19,28,27
38,45,53
50,51,46
39,44,40
31,35,38
42,35,43
39,23,34
43,32,40
34,34,32
22,27,21
41,43,38
58,58,56
31,31,33
23,16,23
34,18,28
41,26,33
23,23,21
15,35,23
32,31,29
27,31,30
34,40,40
40,30,38
50,30,41
55,38,48
37,32,36
32,31,29
35,30,27
46,41,35
46,49,40
31,34,25
46,38,35
68,47,52
55,38,44
52,46,50
54,52,53
56,53,48
37,29,26
34,19,26
54,36,52
60,48,60
48,43,47
40,41,43
31,31,39
44,39,46
52,41,45
49,37,37
48,39,44
53,47,57
50,49,57
45,45,47
24,36,26
17,24,16
16,18,13
19,15,14
36,24,26
35,18,24
32,15,23
26,20,24
12,22,21
15,42,35
23,53,45
22,39,33
30,30,30
37,25,27
46,31,34
38,26,28
23,36,29
34,44,33
31,35,21
34,30,27
39,30,35
39,33,33
31,28,21
37,38,32
36,36,36
30,30,32
34,31,26
41,32,23
21,10,6
23,8,11
52,38,37
49,39,29
29,32,23
34,18,18
54,22,27
63,34,39
45,33,37
42,37,41
31,18,25
33,11,23
38,22,32
4,14,13
10,35,29
19,36,30
36,27,28
52,32,34
37,23,22
24,25,19
60,32,47
52,30,51
36,22,45
26,15,32
33,21,31
44,35,40
43,43,51
37,47,57
22,35,43
17,23,23
29,30,24
48,51,44
39,48,43
16,25,20
23,25,14
52,46,30
26,32,28
26,22,23
33,20,27
52,40,42
45,38,30
31,22,7
46,24,11
52,19,14
55,24,29
52,33,39
16,7,12
38,27,31
53,36,42
39,24,31
28,25,32
19,30,36
35,46,40
24,37,27
26,39,22
38,46,25
26,34,19
17,33,30
25,45,46
24,30,26
30,24,10
34,35,21
8,23,20
11,24,32
42,33,38
51,30,29
43,31,31
21,29,32
47,30,20
50,43,27
30,31,13
19,20,2
44,38,24
51,43,32
36,34,22
44,47,38
40,41,36
43,33,34
34,17,25
35,22,29
36,31,35
45,47,46
44,43,41
48,39,40
48,50,37
50,40,31
43,27,27
39,30,35
48,46,51
54,44,43
67,47,48
59,39,50
40,31,48
29,24,31
46,36,26
66,52,39
58,52,54
34,36,49
33,34,36
63,57,43
46,57,43
45,33,37
75,46,64
62,42,54
43,44,39
34,39,32
49,43,43
52,40,50
53,48,52
47,50,41
62,61,43
58,45,36
61,42,44
57,48,53
52,54,49
37,50,33
59,38,19
60,41,34
53,39,36
62,55,37
54,47,21
47,33,20
47,31,32
42,32,31
36,38,24
36,45,28
29,41,37
17,35,35
10,38,24
26,56,28
25,44,24
29,36,29
15,33,19
32,44,40
39,44,47
42,36,38
48,30,26
60,33,26
51,32,26
28,28,20
24,32,19
35,32,17
54,32,19
47,24,18
38,36,37
21,36,39
23,37,38
35,35,37
30,24,36
34,34,44
22,29,35
24,30,30
35,37,32
38,39,33
40,41,36
41,40,36
39,32,26
45,31,28
28,13,16
34,25,28
35,35,33
17,24,16
19,31,21
18,33,26
36,25,31
35,36,31
18,29,15
35,43,32
42,38,39
28,17,23
39,30,31
41,42,34
36,39,30
25,25,23
37,36,41
22,31,28
22,40,28
14,32,18
24,29,23
43,34,39
18,27,36
13,20,26
22,22,22
40,29,27
36,22,19
43,40,35
33,42,39
25,33,35
33,38,42
40,51,53
20,35,32
23,23,21
47,25,28
65,40,44
36,45,40
0,43,25
41,25,28
53,44,45
38,32,34
43,30,37
51,34,42
51,40,46
55,51,52
32,27,24
25,9,9
56,38,36
48,41,33
24,26,15
33,30,23
56,44,44
58,46,48
46,40,42
39,45,35
42,31,35
52,24,39
62,30,43
63,42,49
45,38,45
38,38,48
51,48,57
47,35,39
59,40,42
53,33,42
54,38,49
52,41,47
50,41,42
63,52,58
60,46,61
29,28,24
18,27,22
21,34,27
20,26,24
44,33,37
48,27,36
38,25,32
24,30,30
11,32,27
19,42,36
33,50,44
35,44,41
37,39,36
33,29,28
45,33,33
43,24,26
21,41,32
35,53,39
23,35,21
26,29,22
43,39,38
51,43,41
37,26,20
42,31,27
39,29,30
28,22,22
29,26,19
49,47,35
45,40,34
34,25,26
47,35,35
48,35,29
15,34,15
31,37,25
46,41,35
49,45,42
29,35,33
22,32,33
34,33,39
49,37,49
29,19,30
11,16,20
20,34,34
22,32,31
26,25,23
35,30,26
20,21,13
12,26,11
33,23,24
27,24,31
20,22,34
23,22,30
33,27,31
45,35,36
43,38,44
33,35,47
19,22,31
31,26,30
37,27,26
39,30,31
40,39,44
41,42,47
41,37,38
44,35,30
36,43,36
53,42,48
54,27,42
52,29,39
55,46,41
40,43,22
31,29,6
37,19,7
55,29,32
56,36,45
44,37,44
38,37,35
40,35,31
43,32,36
31,23,34
26,23,42
17,27,18
13,23,14
19,27,16
33,37,22
24,26,13
26,28,27
44,44,52
37,33,34
27,20,10
38,34,25
26,27,31
28,30,42
43,38,44
38,30,27
27,26,24
18,23,29
57,36,31
34,24,15
41,39,27
42,40,27
28,22,10
38,29,20
49,46,37
42,48,38
38,41,34
43,35,33
43,28,31
40,28,30
30,26,23
31,32,26
42,39,32
58,47,43
31,30,36
51,39,43
59,40,44
47,36,40
43,40,35
48,39,22
75,52,36
59,35,35
50,38,50
48,38,46
61,44,37
66,45,40
57,45,55
42,40,61
40,39,45
60,51,36
50,43,35
49,28,37
70,37,58
59,31,46
55,39,40
57,48,41
67,57,56
52,42,50
52,50,51
46,48,35
55,50,30
64,50,39
57,43,43
64,62,65
54,64,56
41,58,39
54,51,34
61,44,36
58,37,32
64,51,42
47,45,30
52,45,35
56,36,38
49,26,32
47,38,39
27,38,32
24,43,39
20,36,33
23,36,27
41,52,38
41,43,32
46,39,33
26,40,17
38,35,26
41,26,29
50,34,37
46,31,28
42,27,22
32,29,24
15,34,30
28,58,48
30,40,29
51,26,21
56,16,17
48,29,33
33,43,42
26,43,35
28,36,25
31,28,47
34,34,42
26,27,29
25,26,30
29,34,38
31,44,37
33,47,32
34,36,25
25,15,16
47,38,41
24,29,22
18,29,15
35,36,30
35,31,32
25,35,27
5,33,11
26,21,18
41,37,28
26,27,13
35,39,25
40,45,38
32,33,28
49,41,38
52,39,31
55,45,36
38,39,33
12,25,18
13,30,20
24,40,27
27,35,22
36,37,31
28,27,25
26,10,36
11,9,22
27,33,31
44,40,31
40,21,15
52,37,34
53,49,50
40,39,47
30,26,40
29,27,38
23,29,29
33,34,29
48,30,28
46,24,26
33,33,31
10,40,30
42,21,26
52,37,40
46,37,40
40,34,36
33,31,32
30,34,33
40,45,41
44,36,34
54,28,29
67,35,36
58,37,34
51,42,35
51,46,40
57,47,45
65,53,53
61,51,50
30,38,25
32,26,30
52,31,48
61,40,49
63,53,52
48,46,51
34,33,47
31,27,41
52,48,45
57,54,47
44,39,45
53,42,56
56,41,48
48,37,33
57,51,51
47,47,59
38,26,30
36,38,37
33,50,44
23,38,33
34,32,35
45,32,39
36,31,35
28,40,38
13,34,29
11,26,23
24,26,25
38,34,33
42,41,39
34,33,29
47,39,37
45,31,31
30,31,26
40,41,33
26,27,19
24,25,19
39,38,34
55,50,46
43,34,27
35,26,21
35,30,27
29,28,24
24,29,22
25,33,22
40,45,38
45,44,42
39,29,30
48,34,33
13,47,31
18,49,34
9,37,25
9,37,25
19,47,35
24,45,38
41,52,48
41,39,40
36,25,29
36,25,31
43,34,39
35,29,33
30,28,31
30,36,36
19,35,32
15,41,32
27,34,16
21,33,21
19,34,29
29,35,31
42,37,33
48,37,33
39,28,32
24,16,27
40,29,43
52,37,44
48,29,33
39,24,31
40,34,48
39,38,54
38,35,46
46,36,44
51,54,47
51,39,39
50,25,29
37,17,19
27,26,21
26,42,29
23,39,28
24,29,23
24,20,21
33,31,34
43,49,49
26,37,33
24,30,26
42,41,39
46,40,42
35,29,31
25,28,21
38,38,36
34,33,29
33,33,23
31,24,16
34,18,21
51,29,42
42,25,33
38,29,22
43,34,29
38,22,32
33,21,35
26,27,31
10,23,13
13,24,18
33,36,43
57,34,40
43,31,31
36,32,29
36,33,28
45,38,32
49,40,35
34,34,26
27,34,26
38,43,36
35,32,27
39,28,26
39,30,25
38,35,26
33,35,22
41,38,23
46,34,22
35,39,50
43,38,45
52,41,45
39,35,32
22,24,11
37,32,10
64,49,26
62,45,37
56,47,52
52,47,51
61,50,46
51,37,34
36,30,40
42,45,60
45,49,52
43,41,28
63,43,42
53,32,39
38,20,32
47,34,43
55,44,42
51,40,34
50,41,36
43,39,38
54,55,50
53,54,40
61,58,39
69,67,52
56,63,55
49,64,59
29,44,37
28,39,25
44,56,52
48,45,36
50,37,28
44,39,36
45,46,51
53,47,51
55,30,33
51,24,33
33,22,39
26,32,46
27,37,39
25,27,22
36,32,33
50,38,48
66,41,47
72,37,33
58,34,10
63,40,26
43,24,20
30,19,17
16,15,10
21,28,21
19,37,37
11,34,40
27,46,53
26,27,31
43,25,25
53,27,28
47,31,32
46,45,41
26,37,21
9,23,0
53,43,67
44,39,46
30,26,25
27,20,27
26,24,35
27,38,34
35,50,31
39,39,27
29,12,20
51,40,48
28,38,29
14,27,9
35,30,26
57,40,50
47,46,42
13,37,13
18,29,21
47,39,36
51,30,29
42,28,27
37,42,36
36,47,41
45,41,38
54,34,35
53,35,35
34,39,35
3,24,17
23,40,34
38,34,31
50,38,38
39,39,37
21,38,32
54,8,37
46,34,48
30,44,45
28,30,29
59,34,40
61,30,38
39,22,28
47,36,42
46,28,40
41,19,32
33,20,30
27,25,30
36,30,32
31,15,18
47,33,33
55,50,47
49,38,42
34,28,30
33,33,33
26,32,30
26,38,34
30,47,41
25,38,31
45,37,35
59,28,33
61,22,27
73,41,44
72,54,52
50,41,36
42,31,29
59,40,42
79,57,60
39,46,39
48,50,49
54,52,55
34,34,36
36,40,43
41,44,49
44,43,51
45,44,50
38,47,46
33,52,46
28,43,38
41,39,42
57,38,44
58,39,45
50,51,53
32,52,50
55,35,44
47,42,46
27,39,37
7,23,20
5,17,15
27,33,33
22,28,28
22,34,32
29,44,41
32,41,38
38,36,37
40,30,31
40,30,29
37,32,29
49,45,42
34,33,28
42,22,24
42,28,27
36,31,27
41,42,36
37,42,36
43,46,39
42,42,34
49,46,41
31,30,25
26,31,25
44,54,46
19,30,22
12,18,14
40,38,39
36,24,28
35,16,20
11,35,35
21,47,46
3,32,27
1,28,21
23,44,35
26,42,31
39,49,38
21,27,17
26,26,18
34,26,23
34,25,26
24,19,23
22,25,30
26,37,43
23,38,45
25,39,48
28,41,21
22,40,26
24,41,35
31,37,35
36,28,25
40,22,20
36,17,21
27,11,22
25,9,20
50,29,34
49,27,29
33,18,21
31,28,35
31,35,46
32,37,43
44,44,46
37,38,32
13,10,1
39,31,20
44,40,29
21,23,20
27,38,44
31,43,55
15,24,33
16,21,25
16,22,20
21,32,28
23,35,33
19,29,30
17,23,19
36,43,27
27,32,9
41,42,36
49,45,46
33,27,31
41,36,33
52,41,37
50,20,28
57,20,38
57,31,44
40,30,28
36,22,19
37,9,21
41,18,34
34,40,40
12,40,25
13,34,25
45,46,51
41,19,32
46,33,42
51,46,50
39,35,36
33,24,25
40,32,30
36,37,32
30,40,32
23,33,25
29,30,25
47,39,36
48,41,33
45,45,33
38,41,24
48,43,24
51,38,22
42,52,53
22,28,26
33,35,32
45,50,44
39,42,33
52,53,39
51,45,33
46,39,31
47,43,42
35,34,32
52,48,45
49,48,44
23,27,28
22,30,32
33,44,40
32,42,31
49,33,33
52,47,44
49,53,52
39,44,40
45,42,37
68,61,53
28,28,20
35,43,32
49,60,46
49,51,37
58,55,40
55,57,44
56,72,61
35,56,47
28,43,38
42,47,43
33,45,41
44,44,36
54,45,38
38,34,31
45,44,49
46,33,40
49,19,27
58,32,43
39,31,44
55,59,70
51,52,54
36,28,25
43,33,31
51,35,36
75,39,39
80,25,22
89,43,28
69,45,33
41,36,30
44,46,41
32,35,28
19,28,23
24,34,36
42,40,54
44,25,45
39,19,30
38,37,32
34,46,36
21,30,25
39,39,37
34,37,28
23,36,16
39,18,37
38,26,36
42,36,38
50,39,45
40,29,37
26,26,24
25,35,24
28,29,21
43,28,33
43,28,35
25,26,21
18,26,15
32,24,22
49,30,36
47,39,37
26,39,22
27,44,38
37,31,31
52,25,32
51,24,31
46,35,39
32,33,35
26,22,23
51,39,43
47,36,40
30,36,36
36,50,50
35,39,42
48,33,40
43,23,32
21,20,25
9,31,28
38,6,19
24,17,25
18,28,37
18,16,30
51,28,48
56,32,46
42,31,35
45,37,35
38,19,21
52,26,37
41,27,40
20,16,30
47,39,52
52,35,45
55,39,40
36,27,20
39,43,46
39,43,44
26,32,32
32,42,41
30,47,41
21,40,34
40,51,45
52,44,42
53,26,31
51,16,22
69,43,46
53,42,40
32,27,23
45,35,34
56,34,37
65,32,39
35,43,45
47,48,42
52,47,41
32,27,33
38,40,52
38,43,49
38,40,37
50,50,48
47,52,58
38,52,55
34,49,42
36,36,28
50,31,37
58,37,54
39,38,44
19,39,28
59,44,51
38,29,34
31,32,34
17,32,29
0,20,14
6,27,22
26,38,36
23,29,29
29,33,34
26,30,29
35,35,35
46,36,37
57,38,40
45,29,30
15,14,10
10,23,13
43,21,24
54,38,41
44,40,39
27,34,27
28,40,30
18,28,20
32,34,29
39,35,32
35,30,27
33,32,28
30,35,31
37,43,41
30,34,33
40,38,39
49,36,43
58,38,49
36,38,50
40,44,53
24,27,34
34,33,38
38,34,35
40,35,32
36,35,30
36,41,34
17,29,19
10,21,13
23,34,28
27,37,36
19,28,33
16,23,33
38,37,51
29,25,42
25,32,25
35,47,47
20,31,37
18,21,28
45,33,37
54,34,36
46,25,32
42,26,36
36,21,26
51,32,28
60,42,30
44,34,24
45,50,43
20,33,26
17,30,20
27,35,20
32,28,25
26,29,20
25,36,20
28,36,25
31,29,32
25,12,29
38,24,47
40,33,49
18,19,24
24,26,23
40,41,36
43,43,43
21,25,24
15,25,16
9,24,3
20,39,7
40,41,35
31,26,32
22,14,27
38,33,37
51,40,38
49,22,27
54,17,35
44,20,33
32,22,21
38,27,25
53,26,35
49,27,39
21,27,23
0,28,10
23,43,32
19,18,23
39,21,35
35,25,36
41,40,46
48,46,51
34,28,30
34,28,30
43,45,42
29,40,34
21,32,26
28,30,27
50,46,43
43,40,33
35,37,26
40,42,28
55,49,33
51,38,22
45,54,37
32,43,29
19,29,18
42,45,38
41,39,40
47,45,50
48,45,52
34,32,35
34,29,25
44,39,35
44,44,42
42,47,43
43,49,39
29,35,21
40,47,39
40,52,50
32,29,24
19,27,16
35,52,36
37,49,37
39,38,33
52,47,43
43,46,35
36,49,31
53,65,45
55,51,40
52,39,33
64,57,51
54,57,50
40,50,42
49,55,55
38,37,45
45,54,37
50,42,39
53,37,38
48,39,32
45,41,29
67,49,47
63,31,44
63,35,47
42,37,33
40,51,37
51,54,47
49,44,40
60,53,37
64,52,26
82,47,27
92,35,28
85,46,41
59,44,41
37,43,41
30,41,35
28,29,23
37,28,23
49,30,34
46,12,28
70,27,46
61,36,40
32,44,30
13,52,33
2,38,28
26,44,46
39,44,47
23,28,24
38,12,23
18,11,19
33,38,42
54,50,49
57,43,40
47,39,36
25,36,32
26,38,34
38,37,33
41,31,30
34,29,33
20,24,27
31,31,29
26,19,13
44,36,33
36,36,34
27,32,26
42,38,35
42,26,29
43,22,27
50,31,35
47,35,37
44,35,36
38,34,35
35,33,34
44,44,44
50,48,49
45,39,41
33,22,28
40,31,36
33,33,35
29,38,35
12,23,19
11,19,21
30,28,41
47,33,56
53,38,61
17,16,30
12,23,25
50,52,51
35,23,25
28,16,20
43,41,46
30,30,38
41,29,43
44,22,35
37,26,30
12,22,14
16,26,28
24,27,32
26,27,31
35,39,40
30,39,38
32,43,39
31,33,32
43,34,35
50,31,35
52,33,37
52,43,44
32,38,34
35,48,41
54,59,55
49,37,39
47,17,25
28,38,37
46,38,35
52,26,27
57,29,41
51,40,56
46,51,57
38,47,42
47,46,44
46,36,47
39,31,42
41,40,38
53,49,40
59,44,49
58,37,54
55,42,52
53,49,46
27,18,23
41,32,37
27,25,28
11,21,20
19,44,38
24,49,43
21,33,31
26,26,28
30,28,31
